City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Chennai,29/01/18,145,79.75,156.6,120.35,165.3,1.52,137.75
Chennai,30/01/18,128,70.4,138.24,106.24,145.92,1.34,121.6
Chennai,31/01/18,150,82.5,162,124.5,171,1.58,142.5
Chennai,01/02/18,134,73.7,144.72,111.22,152.76,1.41,127.3
Chennai,02/02/18,162,89.1,174.96,134.46,184.68,1.7,153.9
Chennai,03/02/18,146,80.3,157.68,121.18,166.44,1.53,138.7
Chennai,04/02/18,91,50.05,98.28,75.53,103.74,0.96,86.45
Chennai,05/02/18,75,41.25,81,62.25,85.5,0.79,71.25
Chennai,06/02/18,80,44,86.4,66.4,91.2,0.84,76
Chennai,07/02/18,68,37.4,73.44,56.44,77.52,0.71,64.6
Chennai,08/02/18,68,37.4,73.44,56.44,77.52,0.71,64.6
Chennai,09/02/18,103,56.65,111.24,85.49,117.42,1.08,97.85
Chennai,10/02/18,80,44,86.4,66.4,91.2,0.84,76
Chennai,11/02/18,131,72.05,141.48,108.73,149.34,1.38,124.45
Chennai,12/02/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Chennai,13/02/18,136,74.8,146.88,112.88,155.04,1.43,129.2
Chennai,14/02/18,124,68.2,133.92,102.92,141.36,1.3,117.8
Chennai,15/02/18,104,57.2,112.32,86.32,118.56,1.09,98.8
Chennai,16/02/18,120,66,129.6,99.6,136.8,1.26,114
Chennai,17/02/18,105,57.75,113.4,87.15,119.7,1.1,99.75
Chennai,18/02/18,131,72.05,141.48,108.73,149.34,1.38,124.45
Chennai,19/02/18,150,82.5,162,124.5,171,1.58,142.5
Chennai,20/02/18,116,63.8,125.28,96.28,132.24,1.22,110.2
Chennai,21/02/18,160,88,172.8,132.8,182.4,1.68,152
Chennai,22/02/18,119,65.45,128.52,98.77,135.66,1.25,113.05
Chennai,23/02/18,94,51.7,101.52,78.02,107.16,0.99,89.3
Chennai,24/02/18,87,47.85,93.96,72.21,99.18,0.91,82.65
Chennai,25/02/18,58,31.9,62.64,48.14,66.12,0.61,55.1
Chennai,26/02/18,79,43.45,85.32,65.57,90.06,0.83,75.05
Chennai,27/02/18,117,64.35,126.36,97.11,133.38,1.23,111.15
Chennai,28/02/18,164,90.2,177.12,136.12,186.96,1.72,155.8
Chennai,01/03/18,142,78.1,153.36,117.86,161.88,1.49,134.9
Chennai,02/03/18,107,58.85,115.56,88.81,121.98,1.12,101.65
Chennai,03/03/18,104,57.2,112.32,86.32,118.56,1.09,98.8
Chennai,04/03/18,123,67.65,132.84,102.09,140.22,1.29,116.85
Chennai,05/03/18,88,48.4,95.04,73.04,100.32,0.92,83.6
Chennai,06/03/18,73,40.15,78.84,60.59,83.22,0.77,69.35
Chennai,07/03/18,117,64.35,126.36,97.11,133.38,1.23,111.15
Chennai,08/03/18,170,93.5,183.6,141.1,193.8,1.79,161.5
Chennai,09/03/18,110,60.5,118.8,91.3,125.4,1.16,104.5
Chennai,10/03/18,141,77.55,152.28,117.03,160.74,1.48,133.95
Chennai,11/03/18,124,68.2,133.92,102.92,141.36,1.3,117.8
Chennai,12/03/18,74,40.7,79.92,61.42,84.36,0.78,70.3
Chennai,13/03/18,100,55,108,83,114,1.05,95
Chennai,14/03/18,66,36.3,71.28,54.78,75.24,0.69,62.7
Chennai,15/03/18,64,35.2,69.12,53.12,72.96,0.67,60.8
Chennai,16/03/18,107,58.85,115.56,88.81,121.98,1.12,101.65
Chennai,17/03/18,67,36.85,72.36,55.61,76.38,0.7,63.65
Chennai,18/03/18,101,55.55,109.08,83.83,115.14,1.06,95.95
Chennai,19/03/18,91,50.05,98.28,75.53,103.74,0.96,86.45
Chennai,20/03/18,119,65.45,128.52,98.77,135.66,1.25,113.05
Chennai,21/03/18,107,58.85,115.56,88.81,121.98,1.12,101.65
Chennai,22/03/18,79,43.45,85.32,65.57,90.06,0.83,75.05
Chennai,23/03/18,100,55,108,83,114,1.05,95
Chennai,24/03/18,112,61.6,120.96,92.96,127.68,1.18,106.4
Chennai,25/03/18,96,52.8,103.68,79.68,109.44,1.01,91.2
Chennai,26/03/18,100,55,108,83,114,1.05,95
Chennai,27/03/18,97,53.35,104.76,80.51,110.58,1.02,92.15
Chennai,28/03/18,67,36.85,72.36,55.61,76.38,0.7,63.65
Chennai,29/03/18,47,25.85,50.76,39.01,53.58,0.49,44.65
Chennai,30/03/18,69,37.95,74.52,57.27,78.66,0.72,65.55
Chennai,31/03/18,78,42.9,84.24,64.74,88.92,0.82,74.1
Chennai,01/04/18,84,46.2,90.72,69.72,95.76,0.88,79.8
Chennai,02/04/18,67,36.85,72.36,55.61,76.38,0.7,63.65
Chennai,03/04/18,62,34.1,66.96,51.46,70.68,0.65,58.9
Chennai,04/04/18,68,37.4,73.44,56.44,77.52,0.71,64.6
Chennai,05/04/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Chennai,06/04/18,104,57.2,112.32,86.32,118.56,1.09,98.8
Chennai,07/04/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Chennai,08/04/18,58,31.9,62.64,48.14,66.12,0.61,55.1
Chennai,09/04/18,73,40.15,78.84,60.59,83.22,0.77,69.35
Chennai,10/04/18,53,29.15,57.24,43.99,60.42,0.56,50.35
Chennai,11/04/18,71,39.05,76.68,58.93,80.94,0.75,67.45
Chennai,12/04/18,64,35.2,69.12,53.12,72.96,0.67,60.8
Chennai,13/04/18,58,31.9,62.64,48.14,66.12,0.61,55.1
Chennai,14/04/18,57,31.35,61.56,47.31,64.98,0.6,54.15
Chennai,15/04/18,42,23.1,45.36,34.86,47.88,0.44,39.9
Chennai,16/04/18,52,28.6,56.16,43.16,59.28,0.55,49.4
Chennai,17/04/18,58,31.9,62.64,48.14,66.12,0.61,55.1
Chennai,18/04/18,54,29.7,58.32,44.82,61.56,0.57,51.3
Chennai,19/04/18,72,39.6,77.76,59.76,82.08,0.76,68.4
Chennai,20/04/18,58,31.9,62.64,48.14,66.12,0.61,55.1
Chennai,21/04/18,70,38.5,75.6,58.1,79.8,0.74,66.5
Chennai,22/04/18,52,28.6,56.16,43.16,59.28,0.55,49.4
Chennai,23/04/18,70,38.5,75.6,58.1,79.8,0.74,66.5
Chennai,24/04/18,90,49.5,97.2,74.7,102.6,0.95,85.5
Chennai,25/04/18,76,41.8,82.08,63.08,86.64,0.8,72.2
Chennai,26/04/18,76,41.8,82.08,63.08,86.64,0.8,72.2
Chennai,27/04/18,82,45.1,88.56,68.06,93.48,0.86,77.9
Chennai,28/04/18,54,29.7,58.32,44.82,61.56,0.57,51.3
Chennai,29/04/18,55,30.25,59.4,45.65,62.7,0.58,52.25
Chennai,30/04/18,73,40.15,78.84,60.59,83.22,0.77,69.35
Chennai,01/05/18,118,64.9,127.44,97.94,134.52,1.24,112.1
Chennai,02/05/18,132,72.6,142.56,109.56,150.48,1.39,125.4
Chennai,03/05/18,119,65.45,128.52,98.77,135.66,1.25,113.05
Chennai,04/05/18,148,81.4,159.84,122.84,168.72,1.55,140.6
Chennai,05/05/18,110,60.5,118.8,91.3,125.4,1.16,104.5
Chennai,06/05/18,68,37.4,73.44,56.44,77.52,0.71,64.6
Chennai,07/05/18,86,47.3,92.88,71.38,98.04,0.9,81.7
Chennai,08/05/18,68,37.4,73.44,56.44,77.52,0.71,64.6
Chennai,09/05/18,63,34.65,68.04,52.29,71.82,0.66,59.85
Chennai,10/05/18,56,30.8,60.48,46.48,63.84,0.59,53.2
Chennai,11/05/18,55,30.25,59.4,45.65,62.7,0.58,52.25
Chennai,12/05/18,58,31.9,62.64,48.14,66.12,0.61,55.1
Chennai,13/05/18,60,33,64.8,49.8,68.4,0.63,57
Chennai,14/05/18,60,33,64.8,49.8,68.4,0.63,57
Chennai,15/05/18,60,33,64.8,49.8,68.4,0.63,57
Chennai,16/05/18,67,36.85,72.36,55.61,76.38,0.7,63.65
Chennai,17/05/18,61,33.55,65.88,50.63,69.54,0.64,57.95
Chennai,18/05/18,70,38.5,75.6,58.1,79.8,0.74,66.5
Chennai,19/05/18,78,42.9,84.24,64.74,88.92,0.82,74.1
Chennai,20/05/18,67,36.85,72.36,55.61,76.38,0.7,63.65
Chennai,21/05/18,66,36.3,71.28,54.78,75.24,0.69,62.7
Chennai,22/05/18,99,54.45,106.92,82.17,112.86,1.04,94.05
Chennai,23/05/18,88,48.4,95.04,73.04,100.32,0.92,83.6
Chennai,24/05/18,63,34.65,68.04,52.29,71.82,0.66,59.85
Chennai,25/05/18,61,33.55,65.88,50.63,69.54,0.64,57.95
Chennai,26/05/18,68,37.4,73.44,56.44,77.52,0.71,64.6
Chennai,27/05/18,84,46.2,90.72,69.72,95.76,0.88,79.8
Chennai,28/05/18,84,46.2,90.72,69.72,95.76,0.88,79.8
Chennai,29/05/18,92,50.6,99.36,76.36,104.88,0.97,87.4
Chennai,30/05/18,74,40.7,79.92,61.42,84.36,0.78,70.3
Chennai,31/05/18,96,52.8,103.68,79.68,109.44,1.01,91.2
Chennai,01/06/18,108,59.4,116.64,89.64,123.12,1.13,102.6
Chennai,02/06/18,132,72.6,142.56,109.56,150.48,1.39,125.4
Chennai,03/06/18,86,47.3,92.88,71.38,98.04,0.9,81.7
Chennai,04/06/18,88,48.4,95.04,73.04,100.32,0.92,83.6
Chennai,05/06/18,90,49.5,97.2,74.7,102.6,0.95,85.5
Chennai,06/06/18,72,39.6,77.76,59.76,82.08,0.76,68.4
Chennai,07/06/18,57,31.35,61.56,47.31,64.98,0.6,54.15
Chennai,08/06/18,74,40.7,79.92,61.42,84.36,0.78,70.3
Chennai,09/06/18,70,38.5,75.6,58.1,79.8,0.74,66.5
Chennai,10/06/18,64,35.2,69.12,53.12,72.96,0.67,60.8
Chennai,11/06/18,71,39.05,76.68,58.93,80.94,0.75,67.45
Chennai,12/06/18,90,49.5,97.2,74.7,102.6,0.95,85.5
Chennai,13/06/18,81,44.55,87.48,67.23,92.34,0.85,76.95
Chennai,14/06/18,90,49.5,97.2,74.7,102.6,0.95,85.5
Chennai,15/06/18,97,53.35,104.76,80.51,110.58,1.02,92.15
Chennai,16/06/18,116,63.8,125.28,96.28,132.24,1.22,110.2
Chennai,17/06/18,89,48.95,96.12,73.87,101.46,0.93,84.55
Chennai,18/06/18,102,56.1,110.16,84.66,116.28,1.07,96.9
Chennai,19/06/18,94,51.7,101.52,78.02,107.16,0.99,89.3
Chennai,20/06/18,104,57.2,112.32,86.32,118.56,1.09,98.8
Chennai,21/06/18,116,63.8,125.28,96.28,132.24,1.22,110.2
Chennai,22/06/18,114,62.7,123.12,94.62,129.96,1.2,108.3
Chennai,23/06/18,104,57.2,112.32,86.32,118.56,1.09,98.8
Chennai,24/06/18,108,59.4,116.64,89.64,123.12,1.13,102.6
Chennai,25/06/18,112,61.6,120.96,92.96,127.68,1.18,106.4
Chennai,26/06/18,130,71.5,140.4,107.9,148.2,1.37,123.5
Chennai,27/06/18,112,61.6,120.96,92.96,127.68,1.18,106.4
Chennai,28/06/18,122,67.1,131.76,101.26,139.08,1.28,115.9
Chennai,29/06/18,102,56.1,110.16,84.66,116.28,1.07,96.9
Chennai,30/06/18,148,81.4,159.84,122.84,168.72,1.55,140.6
Chennai,01/07/18,150,82.5,162,124.5,171,1.58,142.5
Chennai,02/07/18,148,81.4,159.84,122.84,168.72,1.55,140.6
Chennai,03/07/18,164,90.2,177.12,136.12,186.96,1.72,155.8
Chennai,04/07/18,98,53.9,105.84,81.34,111.72,1.03,93.1
Chennai,05/07/18,96,52.8,103.68,79.68,109.44,1.01,91.2
Chennai,06/07/18,148,81.4,159.84,122.84,168.72,1.55,140.6
Chennai,07/07/18,130,71.5,140.4,107.9,148.2,1.37,123.5
Chennai,08/07/18,81,44.55,87.48,67.23,92.34,0.85,76.95
Chennai,09/07/18,127,69.85,137.16,105.41,144.78,1.33,120.65
Chennai,10/07/18,109,59.95,117.72,90.47,124.26,1.14,103.55
Chennai,11/07/18,98,53.9,105.84,81.34,111.72,1.03,93.1
Chennai,12/07/18,70,38.5,75.6,58.1,79.8,0.74,66.5
Chennai,13/07/18,98,53.9,105.84,81.34,111.72,1.03,93.1
Chennai,14/07/18,62,34.1,66.96,51.46,70.68,0.65,58.9
Chennai,15/07/18,118,64.9,127.44,97.94,134.52,1.24,112.1
Chennai,16/07/18,84,46.2,90.72,69.72,95.76,0.88,79.8
Chennai,17/07/18,72,39.6,77.76,59.76,82.08,0.76,68.4
Chennai,18/07/18,62,34.1,66.96,51.46,70.68,0.65,58.9
Chennai,19/07/18,92,50.6,99.36,76.36,104.88,0.97,87.4
Chennai,20/07/18,70,38.5,75.6,58.1,79.8,0.74,66.5
Chennai,21/07/18,76,41.8,82.08,63.08,86.64,0.8,72.2
Chennai,22/07/18,92,50.6,99.36,76.36,104.88,0.97,87.4
Chennai,23/07/18,112,61.6,120.96,92.96,127.68,1.18,106.4
Chennai,24/07/18,99,54.45,106.92,82.17,112.86,1.04,94.05
Chennai,25/07/18,62,34.1,66.96,51.46,70.68,0.65,58.9
Chennai,26/07/18,66,36.3,71.28,54.78,75.24,0.69,62.7
Chennai,27/07/18,58,31.9,62.64,48.14,66.12,0.61,55.1
Chennai,28/07/18,102,56.1,110.16,84.66,116.28,1.07,96.9
Chennai,29/07/18,108,59.4,116.64,89.64,123.12,1.13,102.6
Chennai,30/07/18,76,41.8,82.08,63.08,86.64,0.8,72.2
Chennai,31/07/18,104,57.2,112.32,86.32,118.56,1.09,98.8
Chennai,01/08/18,114,62.7,123.12,94.62,129.96,1.2,108.3
Chennai,02/08/18,86,47.3,92.88,71.38,98.04,0.9,81.7
Chennai,03/08/18,86,47.3,92.88,71.38,98.04,0.9,81.7
Chennai,04/08/18,94,51.7,101.52,78.02,107.16,0.99,89.3
Chennai,05/08/18,108,59.4,116.64,89.64,123.12,1.13,102.6
Chennai,06/08/18,110,60.5,118.8,91.3,125.4,1.16,104.5
Chennai,07/08/18,98,53.9,105.84,81.34,111.72,1.03,93.1
Chennai,08/08/18,59,32.45,63.72,48.97,67.26,0.62,56.05
Chennai,09/08/18,46,25.3,49.68,38.18,52.44,0.48,43.7
Chennai,10/08/18,71,39.05,76.68,58.93,80.94,0.75,67.45
Chennai,11/08/18,70,38.5,75.6,58.1,79.8,0.74,66.5
Chennai,12/08/18,46,25.3,49.68,38.18,52.44,0.48,43.7
Chennai,13/08/18,54,29.7,58.32,44.82,61.56,0.57,51.3
Chennai,14/08/18,77,42.35,83.16,63.91,87.78,0.81,73.15
Chennai,15/08/18,58,31.9,62.64,48.14,66.12,0.61,55.1
Chennai,16/08/18,42,23.1,45.36,34.86,47.88,0.44,39.9
Chennai,17/08/18,63,34.65,68.04,52.29,71.82,0.66,59.85
Chennai,18/08/18,181,99.55,195.48,150.23,206.34,1.9,171.95
Chennai,19/08/18,92,50.6,99.36,76.36,104.88,0.97,87.4
Chennai,20/08/18,118,64.9,127.44,97.94,134.52,1.24,112.1
Chennai,21/08/18,237,130.35,255.96,196.71,270.18,2.49,225.15
Chennai,22/08/18,132,72.6,142.56,109.56,150.48,1.39,125.4
Chennai,23/08/18,69,37.95,74.52,57.27,78.66,0.72,65.55
Chennai,24/08/18,66,36.3,71.28,54.78,75.24,0.69,62.7
Chennai,25/08/18,106,58.3,114.48,87.98,120.84,1.11,100.7
Chennai,26/08/18,76,41.8,82.08,63.08,86.64,0.8,72.2
Chennai,27/08/18,56,30.8,60.48,46.48,63.84,0.59,53.2
Chennai,28/08/18,51,28.05,55.08,42.33,58.14,0.54,48.45
Chennai,29/08/18,59,32.45,63.72,48.97,67.26,0.62,56.05
Chennai,30/08/18,73,40.15,78.84,60.59,83.22,0.77,69.35
Chennai,31/08/18,69,37.95,74.52,57.27,78.66,0.72,65.55
Chennai,01/09/18,62,34.1,66.96,51.46,70.68,0.65,58.9
Chennai,02/09/18,83,45.65,89.64,68.89,94.62,0.87,78.85
Chennai,03/09/18,68,37.4,73.44,56.44,77.52,0.71,64.6
Chennai,04/09/18,67,36.85,72.36,55.61,76.38,0.7,63.65
Chennai,05/09/18,112,61.6,120.96,92.96,127.68,1.18,106.4
Chennai,06/09/18,107,58.85,115.56,88.81,121.98,1.12,101.65
Chennai,07/09/18,102,56.1,110.16,84.66,116.28,1.07,96.9
Chennai,08/09/18,102,56.1,110.16,84.66,116.28,1.07,96.9
Chennai,09/09/18,81,44.55,87.48,67.23,92.34,0.85,76.95
Chennai,10/09/18,73,40.15,78.84,60.59,83.22,0.77,69.35
Chennai,11/09/18,83,45.65,89.64,68.89,94.62,0.87,78.85
Chennai,15/09/18,166,91.3,179.28,137.78,189.24,1.74,157.7
Chennai,16/09/18,80,44,86.4,66.4,91.2,0.84,76
Chennai,17/09/18,48,26.4,51.84,39.84,54.72,0.5,45.6
Chennai,18/09/18,94,51.7,101.52,78.02,107.16,0.99,89.3
Chennai,19/09/18,49,26.95,52.92,40.67,55.86,0.51,46.55
Chennai,20/09/18,88,48.4,95.04,73.04,100.32,0.92,83.6
Chennai,21/09/18,100,55,108,83,114,1.05,95
Chennai,22/09/18,99,54.45,106.92,82.17,112.86,1.04,94.05
Chennai,23/09/18,74,40.7,79.92,61.42,84.36,0.78,70.3
Chennai,24/09/18,58,31.9,62.64,48.14,66.12,0.61,55.1
Chennai,25/09/18,58,31.9,62.64,48.14,66.12,0.61,55.1
Chennai,26/09/18,60,33,64.8,49.8,68.4,0.63,57
Chennai,27/09/18,67,36.85,72.36,55.61,76.38,0.7,63.65
Chennai,28/09/18,46,25.3,49.68,38.18,52.44,0.48,43.7
Chennai,29/09/18,44,24.2,47.52,36.52,50.16,0.46,41.8
Chennai,30/09/18,81,44.55,87.48,67.23,92.34,0.85,76.95
Chennai,01/10/18,62,34.1,66.96,51.46,70.68,0.65,58.9
Chennai,02/10/18,63,34.65,68.04,52.29,71.82,0.66,59.85
Chennai,03/10/18,47,25.85,50.76,39.01,53.58,0.49,44.65
Chennai,04/10/18,61,33.55,65.88,50.63,69.54,0.64,57.95
Chennai,05/10/18,55,30.25,59.4,45.65,62.7,0.58,52.25
Chennai,06/10/18,48,26.4,51.84,39.84,54.72,0.5,45.6
Chennai,07/10/18,49,26.95,52.92,40.67,55.86,0.51,46.55
Chennai,08/10/18,64,35.2,69.12,53.12,72.96,0.67,60.8
Chennai,09/10/18,98,53.9,105.84,81.34,111.72,1.03,93.1
Chennai,10/10/18,138,75.9,149.04,114.54,157.32,1.45,131.1
Chennai,11/10/18,150,82.5,162,124.5,171,1.58,142.5
Chennai,12/10/18,88,48.4,95.04,73.04,100.32,0.92,83.6
Chennai,13/10/18,72,39.6,77.76,59.76,82.08,0.76,68.4
Chennai,14/10/18,60,33,64.8,49.8,68.4,0.63,57
Chennai,15/10/18,65,35.75,70.2,53.95,74.1,0.68,61.75
Chennai,16/10/18,70,38.5,75.6,58.1,79.8,0.74,66.5
Chennai,17/10/18,60,33,64.8,49.8,68.4,0.63,57
Chennai,18/10/18,50,27.5,54,41.5,57,0.53,47.5
Chennai,19/10/18,148,81.4,159.84,122.84,168.72,1.55,140.6
Chennai,20/10/18,122,67.1,131.76,101.26,139.08,1.28,115.9
Chennai,21/10/18,132,72.6,142.56,109.56,150.48,1.39,125.4
Chennai,22/10/18,125,68.75,135,103.75,142.5,1.31,118.75
Chennai,23/10/18,146,80.3,157.68,121.18,166.44,1.53,138.7
Chennai,24/10/18,169,92.95,182.52,140.27,192.66,1.77,160.55
Chennai,25/10/18,140,77,151.2,116.2,159.6,1.47,133
Chennai,26/10/18,141,77.55,152.28,117.03,160.74,1.48,133.95
Chennai,27/10/18,128,70.4,138.24,106.24,145.92,1.34,121.6
Chennai,28/10/18,116,63.8,125.28,96.28,132.24,1.22,110.2
Chennai,29/10/18,131,72.05,141.48,108.73,149.34,1.38,124.45
Chennai,30/10/18,74,40.7,79.92,61.42,84.36,0.78,70.3
Chennai,31/10/18,55,30.25,59.4,45.65,62.7,0.58,52.25
Chennai,01/11/18,48,26.4,51.84,39.84,54.72,0.5,45.6
Chennai,02/11/18,75,41.25,81,62.25,85.5,0.79,71.25
Chennai,03/11/18,45,24.75,48.6,37.35,51.3,0.47,42.75
Chennai,04/11/18,95,52.25,102.6,78.85,108.3,1,90.25
Chennai,05/11/18,66,36.3,71.28,54.78,75.24,0.69,62.7
Chennai,06/11/18,64,35.2,69.12,53.12,72.96,0.67,60.8
Chennai,07/11/18,121,66.55,130.68,100.43,137.94,1.27,114.95
Chennai,08/11/18,105,57.75,113.4,87.15,119.7,1.1,99.75
Chennai,09/11/18,146,80.3,157.68,121.18,166.44,1.53,138.7
Chennai,10/11/18,134,73.7,144.72,111.22,152.76,1.41,127.3
Chennai,11/11/18,141,77.55,152.28,117.03,160.74,1.48,133.95
Chennai,12/11/18,174,95.7,187.92,144.42,198.36,1.83,165.3
Chennai,13/11/18,244,134.2,263.52,202.52,278.16,2.56,231.8
Chennai,14/11/18,185,101.75,199.8,153.55,210.9,1.94,175.75
Chennai,15/11/18,122,67.1,131.76,101.26,139.08,1.28,115.9
Chennai,16/11/18,54,29.7,58.32,44.82,61.56,0.57,51.3
Chennai,17/11/18,52,28.6,56.16,43.16,59.28,0.55,49.4
Chennai,18/11/18,60,33,64.8,49.8,68.4,0.63,57
Chennai,19/11/18,56,30.8,60.48,46.48,63.84,0.59,53.2
Chennai,20/11/18,79,43.45,85.32,65.57,90.06,0.83,75.05
Chennai,21/11/18,53,29.15,57.24,43.99,60.42,0.56,50.35
Chennai,22/11/18,52,28.6,56.16,43.16,59.28,0.55,49.4
Chennai,23/11/18,56,30.8,60.48,46.48,63.84,0.59,53.2
Chennai,24/11/18,210,115.5,226.8,174.3,239.4,2.21,199.5
Chennai,25/11/18,224,123.2,241.92,185.92,255.36,2.35,212.8
Chennai,26/11/18,186,102.3,200.88,154.38,212.04,1.95,176.7
Chennai,27/11/18,134,73.7,144.72,111.22,152.76,1.41,127.3
Chennai,28/11/18,122,67.1,131.76,101.26,139.08,1.28,115.9
Chennai,29/11/18,84,46.2,90.72,69.72,95.76,0.88,79.8
Chennai,30/11/18,87,47.85,93.96,72.21,99.18,0.91,82.65
Chennai,01/12/18,98,53.9,105.84,81.34,111.72,1.03,93.1
Chennai,02/12/18,56,30.8,60.48,46.48,63.84,0.59,53.2
Chennai,03/12/18,56,30.8,60.48,46.48,63.84,0.59,53.2
Chennai,04/12/18,54,29.7,58.32,44.82,61.56,0.57,51.3
Chennai,05/12/18,61,33.55,65.88,50.63,69.54,0.64,57.95
Chennai,06/12/18,68,37.4,73.44,56.44,77.52,0.71,64.6
Chennai,07/12/18,142,78.1,153.36,117.86,161.88,1.49,134.9
Chennai,08/12/18,238,130.9,257.04,197.54,271.32,2.5,226.1
Chennai,09/12/18,222,122.1,239.76,184.26,253.08,2.33,210.9
Chennai,10/12/18,221,121.55,238.68,183.43,251.94,2.32,209.95
Chennai,11/12/18,185,101.75,199.8,153.55,210.9,1.94,175.75
Chennai,12/12/18,185,101.75,199.8,153.55,210.9,1.94,175.75
Chennai,13/12/18,132,72.6,142.56,109.56,150.48,1.39,125.4
Chennai,14/12/18,80,44,86.4,66.4,91.2,0.84,76
Chennai,15/12/18,171,94.05,184.68,141.93,194.94,1.8,162.45
Chennai,16/12/18,133,73.15,143.64,110.39,151.62,1.4,126.35
Chennai,17/12/18,89,48.95,96.12,73.87,101.46,0.93,84.55
Chennai,18/12/18,159,87.45,171.72,131.97,181.26,1.67,151.05
Chennai,19/12/18,71,39.05,76.68,58.93,80.94,0.75,67.45
Chennai,20/12/18,70,38.5,75.6,58.1,79.8,0.74,66.5
Chennai,21/12/18,76,41.8,82.08,63.08,86.64,0.8,72.2
Chennai,22/12/18,90,49.5,97.2,74.7,102.6,0.95,85.5
Chennai,23/12/18,105,57.75,113.4,87.15,119.7,1.1,99.75
Chennai,24/12/18,125,68.75,135,103.75,142.5,1.31,118.75
Chennai,25/12/18,148,81.4,159.84,122.84,168.72,1.55,140.6
Chennai,26/12/18,200,110,216,166,228,2.1,190
Chennai,27/12/18,77,42.35,83.16,63.91,87.78,0.81,73.15
Chennai,28/12/18,112,61.6,120.96,92.96,127.68,1.18,106.4
Chennai,29/12/18,188,103.4,203.04,156.04,214.32,1.97,178.6
Chennai,30/12/18,156,85.8,168.48,129.48,177.84,1.64,148.2
Chennai,31/12/18,120,66,129.6,99.6,136.8,1.26,114
Chennai,01/01/19,175,96.25,189,145.25,199.5,1.84,166.25
Chennai,02/01/19,81,44.55,87.48,67.23,92.34,0.85,76.95
Chennai,03/01/19,184,101.2,198.72,152.72,209.76,1.93,174.8
Chennai,04/01/19,203,111.65,219.24,168.49,231.42,2.13,192.85
Chennai,05/01/19,112,61.6,120.96,92.96,127.68,1.18,106.4
Chennai,06/01/19,193,106.15,208.44,160.19,220.02,2.03,183.35
Chennai,07/01/19,148,81.4,159.84,122.84,168.72,1.55,140.6
Chennai,08/01/19,81,44.55,87.48,67.23,92.34,0.85,76.95
Chennai,09/01/19,212,116.6,228.96,175.96,241.68,2.23,201.4
Chennai,10/01/19,172,94.6,185.76,142.76,196.08,1.81,163.4
Chennai,11/01/19,178,97.9,192.24,147.74,202.92,1.87,169.1
Chennai,12/01/19,158,86.9,170.64,131.14,180.12,1.66,150.1
Chennai,13/01/19,89,48.95,96.12,73.87,101.46,0.93,84.55
Chennai,14/01/19,122,67.1,131.76,101.26,139.08,1.28,115.9
Chennai,15/01/19,102,56.1,110.16,84.66,116.28,1.07,96.9
Chennai,16/01/19,96,52.8,103.68,79.68,109.44,1.01,91.2
Chennai,17/01/19,107,58.85,115.56,88.81,121.98,1.12,101.65
Chennai,18/01/19,135,74.25,145.8,112.05,153.9,1.42,128.25
