City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Mumbai,03/03/19,84,46.2,90.72,69.72,95.76,0.88,79.8
Mumbai,04/03/19,83,45.65,89.64,68.89,94.62,0.87,78.85
Mumbai,05/03/19,113,62.15,122.04,93.79,128.82,1.19,107.35
Mumbai,06/03/19,101,55.55,109.08,83.83,115.14,1.06,95.95
Mumbai,07/03/19,96,52.8,103.68,79.68,109.44,1.01,91.2
Mumbai,08/03/19,102,56.1,110.16,84.66,116.28,1.07,96.9
Mumbai,09/03/19,189,103.95,204.12,156.87,215.46,1.98,179.55
Mumbai,10/03/19,144,79.2,155.52,119.52,164.16,1.51,136.8
Mumbai,11/03/19,120,66,129.6,99.6,136.8,1.26,114
Mumbai,12/03/19,92,50.6,99.36,76.36,104.88,0.97,87.4
Mumbai,13/03/19,151,83.05,163.08,125.33,172.14,1.59,143.45
Mumbai,14/03/19,95,52.25,102.6,78.85,108.3,1,90.25
Mumbai,15/03/19,162,89.1,174.96,134.46,184.68,1.7,153.9
Mumbai,16/03/19,174,95.7,187.92,144.42,198.36,1.83,165.3
Mumbai,17/03/19,126,69.3,136.08,104.58,143.64,1.32,119.7
Mumbai,18/03/19,125,68.75,135,103.75,142.5,1.31,118.75
Mumbai,19/03/19,137,75.35,147.96,113.71,156.18,1.44,130.15
Mumbai,20/03/19,89,48.95,96.12,73.87,101.46,0.93,84.55
Mumbai,21/03/19,82,45.1,88.56,68.06,93.48,0.86,77.9
Mumbai,22/03/19,74,40.7,79.92,61.42,84.36,0.78,70.3
Mumbai,23/03/19,87,47.85,93.96,72.21,99.18,0.91,82.65
Mumbai,24/03/19,168,92.4,181.44,139.44,191.52,1.76,159.6
Mumbai,25/03/19,165,90.75,178.2,136.95,188.1,1.73,156.75
Mumbai,26/03/19,138,75.9,149.04,114.54,157.32,1.45,131.1
Mumbai,27/03/19,122,67.1,131.76,101.26,139.08,1.28,115.9
Mumbai,28/03/19,105,57.75,113.4,87.15,119.7,1.1,99.75
Mumbai,29/03/19,91,50.05,98.28,75.53,103.74,0.96,86.45
Mumbai,30/03/19,99,54.45,106.92,82.17,112.86,1.04,94.05
Mumbai,31/03/19,80,44,86.4,66.4,91.2,0.84,76
Mumbai,01/04/19,90,49.5,97.2,74.7,102.6,0.95,85.5
Mumbai,03/04/19,99,54.45,106.92,82.17,112.86,1.04,94.05
Mumbai,04/04/19,88,48.4,95.04,73.04,100.32,0.92,83.6
Mumbai,05/04/19,91,50.05,98.28,75.53,103.74,0.96,86.45
Mumbai,06/04/19,91,50.05,98.28,75.53,103.74,0.96,86.45
Mumbai,07/04/19,93,51.15,100.44,77.19,106.02,0.98,88.35
Mumbai,08/04/19,93,51.15,100.44,77.19,106.02,0.98,88.35
Mumbai,09/04/19,90,49.5,97.2,74.7,102.6,0.95,85.5
Mumbai,10/04/19,93,51.15,100.44,77.19,106.02,0.98,88.35
Mumbai,11/04/19,89,48.95,96.12,73.87,101.46,0.93,84.55
Mumbai,12/04/19,93,51.15,100.44,77.19,106.02,0.98,88.35
Mumbai,13/04/19,100,55,108,83,114,1.05,95
Mumbai,14/04/19,95,52.25,102.6,78.85,108.3,1,90.25
Mumbai,15/04/19,92,50.6,99.36,76.36,104.88,0.97,87.4
Mumbai,16/04/19,95,52.25,102.6,78.85,108.3,1,90.25
Mumbai,17/04/19,85,46.75,91.8,70.55,96.9,0.89,80.75
Mumbai,18/04/19,94,51.7,101.52,78.02,107.16,0.99,89.3
Mumbai,19/04/19,94,51.7,101.52,78.02,107.16,0.99,89.3
Mumbai,20/04/19,97,53.35,104.76,80.51,110.58,1.02,92.15
Mumbai,21/04/19,95,52.25,102.6,78.85,108.3,1,90.25
Mumbai,22/04/19,97,53.35,104.76,80.51,110.58,1.02,92.15
Mumbai,23/04/19,98,53.9,105.84,81.34,111.72,1.03,93.1
Mumbai,24/04/19,90,49.5,97.2,74.7,102.6,0.95,85.5
Mumbai,25/04/19,88,48.4,95.04,73.04,100.32,0.92,83.6
Mumbai,26/04/19,92,50.6,99.36,76.36,104.88,0.97,87.4
Mumbai,27/04/19,96,52.8,103.68,79.68,109.44,1.01,91.2
Mumbai,28/04/19,99,54.45,106.92,82.17,112.86,1.04,94.05
Mumbai,29/04/19,93,51.15,100.44,77.19,106.02,0.98,88.35
Mumbai,30/04/19,93,51.15,100.44,77.19,106.02,0.98,88.35
Mumbai,01/05/19,88,48.4,95.04,73.04,100.32,0.92,83.6
Mumbai,02/05/19,109,59.95,117.72,90.47,124.26,1.14,103.55
Mumbai,03/05/19,90,49.5,97.2,74.7,102.6,0.95,85.5
Mumbai,04/05/19,89,48.95,96.12,73.87,101.46,0.93,84.55
Mumbai,05/05/19,88,48.4,95.04,73.04,100.32,0.92,83.6
Mumbai,06/05/19,93,51.15,100.44,77.19,106.02,0.98,88.35
Mumbai,07/05/19,94,51.7,101.52,78.02,107.16,0.99,89.3
Mumbai,08/05/19,88,48.4,95.04,73.04,100.32,0.92,83.6
Mumbai,09/05/19,89,48.95,96.12,73.87,101.46,0.93,84.55
Mumbai,10/05/19,87,47.85,93.96,72.21,99.18,0.91,82.65
Mumbai,11/05/19,92,50.6,99.36,76.36,104.88,0.97,87.4
Mumbai,12/05/19,93,51.15,100.44,77.19,106.02,0.98,88.35
Mumbai,13/05/19,90,49.5,97.2,74.7,102.6,0.95,85.5
Mumbai,14/05/19,91,50.05,98.28,75.53,103.74,0.96,86.45
Mumbai,15/05/19,82,45.1,88.56,68.06,93.48,0.86,77.9
Mumbai,16/05/19,77,42.35,83.16,63.91,87.78,0.81,73.15
Mumbai,17/05/19,78,42.9,84.24,64.74,88.92,0.82,74.1
Mumbai,18/05/19,80,44,86.4,66.4,91.2,0.84,76
Mumbai,19/05/19,79,43.45,85.32,65.57,90.06,0.83,75.05
Mumbai,20/05/19,83,45.65,89.64,68.89,94.62,0.87,78.85
Mumbai,21/05/19,90,49.5,97.2,74.7,102.6,0.95,85.5
Mumbai,22/05/19,87,47.85,93.96,72.21,99.18,0.91,82.65
Mumbai,23/05/19,90,49.5,97.2,74.7,102.6,0.95,85.5
Mumbai,24/05/19,89,48.95,96.12,73.87,101.46,0.93,84.55
Mumbai,25/05/19,71,39.05,76.68,58.93,80.94,0.75,67.45
Mumbai,26/05/19,68,37.4,73.44,56.44,77.52,0.71,64.6
Mumbai,27/05/19,86,47.3,92.88,71.38,98.04,0.9,81.7
Mumbai,28/05/19,88,48.4,95.04,73.04,100.32,0.92,83.6
Mumbai,29/05/19,90,49.5,97.2,74.7,102.6,0.95,85.5
Mumbai,30/05/19,69,37.95,74.52,57.27,78.66,0.72,65.55
Mumbai,31/05/19,71,39.05,76.68,58.93,80.94,0.75,67.45
Mumbai,01/06/19,79,43.45,85.32,65.57,90.06,0.83,75.05
Mumbai,02/06/19,79,43.45,85.32,65.57,90.06,0.83,75.05
Mumbai,03/06/19,78,42.9,84.24,64.74,88.92,0.82,74.1
Mumbai,04/06/19,58,31.9,62.64,48.14,66.12,0.61,55.1
Mumbai,05/06/19,59,32.45,63.72,48.97,67.26,0.62,56.05
Mumbai,06/06/19,60,33,64.8,49.8,68.4,0.63,57
Mumbai,07/06/19,70,38.5,75.6,58.1,79.8,0.74,66.5
Mumbai,08/06/19,72,39.6,77.76,59.76,82.08,0.76,68.4
